video_id,comments_disabled,ratings_disabled
iatq3Rn4vsg,False,False
KrxDhokzEv4,False,False
FaxqVBYVOVU,False,False
o7Ax6SRTGks,False,False
Bju5Enu--80,False,False
BEweWXa5Twk,False,False
Vq5cYJ4vtvk,False,False
g3N-vtknJG8,False,False
bAHAwesTLB4,False,False
vYb4_ARPNfo,False,False
ta6sV6WrElE,False,False
OAGfx7eB3gA,False,False
cH4E_t3m3xM,False,False
EdkK29-TWJk,False,False
8uArRFr7_YY,False,False
q11UD-6XT-8,False,False
0MyCrMrkMFo,False,False
HEuJgDU68wo,False,False
w-TSI1O4yGM,False,False
IUmdcd_8Vwc,False,False
iQp1_GfDhwQ,False,False
ZPgh9uKSva8,False,False
dx9mF1KJr0s,False,False
p-BA2c8T8vc,False,False
DJMyDoYkioY,False,False
elwTgpHlty0,False,False
FchkqXEg0qs,True,False
9TUBf6l7FBg,False,True
QAgZepiIPH8,False,False
SNHc2PxY8lY,False,False
_akwfRuL4os,False,True
q9bGAAYR2MY,False,False
l35LGiJmXNs,False,False
sXe2fzd8als,False,False
fKrrlVdFFrw,False,False
hYip_Vuv8J0,False,False
dAyg7C2-mjQ,False,False
0IaG9oM4O4s,True,False
dfnCAmr569k,False,False
12m1rG0Tj7U,False,False
5TbUxGZtwGI,False,False
CIsfY7S_Uw0,False,False
41kp6qN1Crg,False,False
uiA4B5Y63IQ,False,False
W86cTIoMv2U,False,False
Q3pUXLQ5G5U,False,False
Vm4Xn5vjqRA,False,False
bLKd4XXUWUo,False,False
Mb-gOG-RxHc,False,False
92HCNclQOYo,False,False
T3hXC5yNZOc,False,False
teA0Z7ltRSY,False,False
TyHvyGVs42U,False,False
36DAv_m8Mlw,False,False
JrFiNSueT3Y,False,False
eZSAIm_pzv4,False,False
szTpLSf9QhY,False,False
VdugkldCx10,False,False
8PRrH-1kuwY,False,False
2ckenWENyUg,False,False
9Tb3xPmr3yg,False,False
HvPbH30KWLE,False,False
pl-DjiO8das,False,False
VWFoCcbXqAw,False,False
R9YYmoJjBxI,False,False
fAIX12F6958,False,False
kxMC7g_sKjw,False,False
42ZE4DCJkEo,False,False
Z-dLdCXhapc,False,False
dJgoTcyrFZ4,False,False
cHB_s970Uyw,False,False
pWZnhJay0Y8,False,False
OVnxBcS5qWo,False,False
Q6vfaPuftmE,False,False
8UHMSVOHddE,False,False
r2vpDWS5ky4,False,False
RBpLVXNN6i0,False,False
dYXaxeJBj5k,False,False
r8KvT9pZs7k,False,False
3frnBoqqI_Q,False,False
0mAS2Gxs08w,False,False
oPM3jxnoqhk,False,False
d99_h30swtM,False,False
6HOO1d3ltA8,False,False
Su9Mns6fWV8,False,False
mddRihBrWOk,False,False
8gcUmiOlM1M,False,False
psnbQ_sF-yE,False,False
h-nmLbZorLE,False,False
lcpxLXjYAa8,False,False
RF_7NIHp6Yo,False,False
-Q5pHm2Cfq4,False,False
ZcCp7488puc,False,False
k5TqNsr6YuQ,False,False
JRuC_NoBrM8,False,False
X_tYrnv_o6A,False,False
vGTTSdrV37U,False,False
Q5KmA3Xbmqo,False,False
pjaEEzjd9iw,False,False
v8aY6AzObYQ,False,False
7HGCE6-LMBg,False,False
DhwwTxTh5To,False,False
WLeUt-jBE4Y,False,False
XcdLVKYsHHU,False,False
VXQ1FD77egw,False,False
q8kLoRnzgLQ,False,False
s8ZMmgPcO-k,False,False
OmM425PFd3Y,False,False
nUnJQWO4YJY,False,False
rpVHq00lOig,False,False
p3Orma1SddQ,False,False
cOc3tsFWoRs,False,False
f0r_l2iYUzQ,False,False
p6cInZvsPPI,False,False
kOnQocd799Y,False,False
HszBf-CJeVE,False,False
_yThFcog0nA,False,False
oRArmtMA9AI,False,False
r_HGFvrw5nQ,False,False
obRG-2jurz0,False,False
Hkx5fveyjIs,False,False
4oqvNR1o3Zo,False,False
GwKiyICIUO4,False,False
1huD-o3abV8,False,False
oX4YCoO6tK4,False,False
gs-iqvX6pOA,False,False
IumYMCllMsM,False,False
fyRwjMZFeJ4,False,False
HAGnqSKtn3s,False,False
2mrOcJNPxEc,False,False
RGSgCyQydgc,False,False
Bkus04-5kWk,False,False
RsGqQC2tRRM,False,False
00RpZZThSAs,False,False
UieloIkLnnw,False,False
aBQDFQwfX2w,False,False
XcSMdhfKga4,False,False
gC3Y7SowqwA,False,False
TMuhw2tLN0I,False,False
-sXnoM6rDB4,False,False
SS0ebmCqHxs,False,False
2fxqFJsvus4,False,False
m7Ege1M5Pag,False,False
icNjK6xATjs,False,False
sV7eDd1d7LI,False,False
6LuHS7ZeSjE,False,False
vjnqABgxfO0,False,False
34By94AKkZE,False,False
R9OHn5ZF4Uo,False,False
4oYYVrEFWE8,False,False
6Rl7fQQRmtg,False,False
xYShiXMGULE,False,False
3A-3NaPA3QU,False,False
3tYpfAPVEs0,False,False
SzB-tnaU0cM,False,False
tjwWaUs_OmM,False,False
RoIJtobSOqc,False,False
6A3cHzFQsqI,False,False
Zxj4WT40yLM,False,False
Gzy_nCkn88U,False,False
sqVuypJD7zo,False,False
pWqef6cbwzI,False,False
-35jibKqbEo,False,False
e1bEWoblGZA,False,False
UFYCTJlayS4,False,False
W7Vf8NiqSu8,False,False
aFMUPcuSsJs,False,False
Tn8hOPeAnIM,False,False
Q1EgRiVdT5w,False,False
iz4bGGhf9Xc,False,False
caCdf94Blfw,False,False
SYVSeH6sYYU,False,False
t7Fa1GUf-LE,False,False
t9GNMVfEiG4,False,False
l4zbAjDVrns,False,False
XI1tgzimsRc,False,False
34gHoxqZlJc,False,False
deJCEUFeehI,False,False
8qL4lMQQ9IE,False,False
__4c1JCHvaQ,False,False
moc_dHHp4LQ,False,False
dQMZLXaa1L8,False,False
_h9EEni5rks,False,False
WbOuZDPU7iI,False,False
-hg9t3PdhFE,False,False
oKeF7K2VZtQ,False,False
15uSD6tHi2I,False,False
Z2Y8jGrkrDc,False,False
pgjRX9oGF7g,False,False
uUvgMnzplt4,False,False
pjTj-_55WZ8,False,False
L90R6PtxFKE,False,False
jjNf6SolPvU,False,False
JqfuKsoEEms,False,False
l3xmc0pzzJI,False,False
L8gV7LSt6sI,False,False
IKuKZIISPE0,False,False
c0mbyMWd0Q8,False,False
9Z26NYFJizI,False,False
7BlT28Tl_VI,False,False
PRHVfIbeGpQ,True,True
p1af9PKM8Eo,False,False
wa5eXqjEewE,False,False
4vl8-5udtII,False,False
GFGVhIhEZJg,False,False
3k6RD9zVvpE,False,False
4iN6uiOsCr0,False,False
DWG2mSSBi8U,False,False
UEhsFEgsI5U,False,False
w77zPAtVTuI,False,False
rz6-sdiGad8,False,False
g9T-zd80lNM,False,False
5VGxDEh3F0g,False,False
deJYRvucj2w,False,False
gImQUUb8cU4,False,False
eKwAib6LosM,False,False
Y3TmKEeBUMM,False,False
ESRAQtXVQL0,False,False
7Bq_H1ci9ec,False,True
vUiE_0GPqKE,False,False
hFEBexihBGk,False,False
ATFwMO9CebA,False,False
KObL442PWhQ,False,False
tymvJ8wowG4,False,False
6ULZDwevR0M,False,False
Ct9BFr9XBaI,False,False
qcP7sS1qZ2M,False,False
nZI-zkjhtyg,False,False
MyAnv1nY5Vw,False,False
UuR8UhMTw5U,False,False
QK0s815RTJk,False,False
EbXHZ4WoyFY,False,False
N0tmF4j4K6g,False,False
fRcmFr9cE5M,False,False
XvHSlHhh1gk,False,False
Jq_98dJuIck,False,False
dR10LRByhRc,False,False
2QHltvwTjSk,False,False
bV_3HQplzRw,False,False
2XLw9U7Z1CM,False,False
2X5fG1A4kuc,False,False
NtKS8YR5ioo,False,False
D7plDibrP1U,False,False
fJe0cmOvM94,False,False
AZ4sakIfXUE,False,False
apN4BMMKt2E,False,False
CO9dIyNM_9Q,False,False
M-E5wDgptQA,False,False
2aQykuIaJVI,False,False
qrPPj3e2M-M,False,False
8eo-L_3OWAQ,False,False
pGgTkFKfLXE,False,False
XQSvN2Wd5MQ,False,False
H2nY7Tu1Qgs,False,False
EqeIRzY7hIU,False,False
hKNRieaN0ZI,False,False
YFHHGETsxkE,False,False
cytyAgu9-bA,False,False
-39ysKKpE7I,False,False
y0BlGqwLLGQ,False,False
cQtYcpRGGIY,False,False
jlmNwjdYVnk,False,False
rxUfRhVYeKI,False,False
GIRJck1pVRA,False,False
NyNQLRhsAsk,False,False
m4-sL1r9i1I,False,False
jSh3FFKFH_g,False,False
kqp6RnQHKR4,False,False
Z4qNw1dPuNI,False,False
U5EDORs8Jkk,False,False
xGCnZ-9dPc0,False,False
6dlhWPDoifU,False,False
oxd0unpN_Hw,False,False
xoeObnVyBug,False,False
JBZTZZAcFTw,False,False
9Ca8zWJOlFQ,False,False
6i2cebTn0nc,False,False
KozDGo0bsJA,False,False
v3y7FE76H7c,False,False
Rzuts_VwAL4,False,False
E9eAshaPvYw,False,False
NzJdS6YC9es,False,False
qOvMazijKMA,False,False
d_j512i2k6c,False,False
Ev23TV62k08,False,False
44NYFvhXmW8,False,False
l0VNEl2qw2M,False,False
J7wMOb0WIfQ,False,False
RVl35mjfT2A,False,False
MWbQdgjsvJI,False,False
rjh6CbETwn8,False,False
A-JtybJbVbA,False,False
OJzpoj_NxqQ,False,False
pZYJGAWc-R0,False,False
HFGzgtMyOZY,False,False
enH3xA4mYcY,False,False
V4kfrZSejVc,False,False
YYLzss58CLs,False,False
ANDqRchWuMc,False,False
DuRobNfQK5c,False,False
-Qv6p6pTz5I,False,False
k29YnfttqEU,False,False
1sJHx2s4Pp4,False,False
dY2jpeasD4w,False,False
7YibRBd46oo,False,False
h1bXpNJ5zK0,False,False
YZ1UN5gvLjQ,False,False
wfWIs2gFTAM,False,False
KaTr8JC0hFA,False,False
WAwRrtH-4Lg,False,False
-OK9i1_YYYc,False,False
C-rumHvmqCA,True,False
fQvGSkTYJSE,False,False
nCwHHLfxA7g,False,False
zvjqcoiOPbE,False,False
lRlVPAeZTzc,False,False
-RUbNqpwOt8,False,False
wTiDluJ4Yd0,False,False
lQ9EpoaNQRc,False,False
4uvDgYKLgcU,False,False
MT7RQ0gu8ak,False,False
1U1u5aKU3AY,False,False
SV2sPlDLQtU,False,False
h_cfN1t3flE,False,False
k1cA-Wh3Tc0,False,False
FlIaRLXIHKI,False,False
Z7GkGeZrb2Y,False,False
sVfTvLm-7Ac,False,False
FkiQ67FtycI,False,False
SDGHRQyZKes,False,False
44W9qstI8H8,False,False
aT1gOazMMm8,False,False
A34O0pCAQ60,False,False
jw7q_kcQXO8,False,False
bvh_H0LsXpk,False,False
_iRBspjg2pw,False,False
jYuQzAxBVZU,False,False
IbmvDn6I6sI,False,False
SX9mF288Tb8,False,False
WIkBvAmXyGU,False,False
-nbm90xAhWY,False,False
PYDu-q6mFeg,False,False
1XY8dPnIORc,False,False
Q0BIVH-8pwk,False,False
BcruuWQ2_9Q,False,False
PpElRBQ-yGc,False,False
RQUuqbzQVsY,False,False
tyjVu_IFKMc,False,False
6vgGGAm7ANc,False,False
1w9tf3vSuVs,False,False
a2bjPDkFR40,False,False
f1fXCRtSUWU,False,False
m6lY1GXTu5M,False,False
iM4lgtCFMGw,False,False
u7pV4vxD1bs,False,False
fDRrqJU4-Tk,False,False
36YFQTFzZwU,False,False
Er1eh1D8p2o,False,False
1UPJ_Uk9s5c,False,False
rYnmrkMizdc,False,False
8LSpT5xF3UI,False,False
WS7f5xpGYn8,False,False
mFtsqERWiCA,False,False
XoAf_I3ULwE,False,False
h_67XloYXTc,False,False
ZurW-Uc6Lc0,False,False
MeXyRyxCjT4,False,False
kFjq8PX6F7I,False,False
zwEn-ambXLw,False,False
g4Hbz2jLxvQ,False,False
BPmgDhwbd1w,False,False
r8vFZ0HAaz0,False,False
RBNLxU98svQ,False,False
wNhYCsu3WWk,False,False
nCMGU846iTI,False,False
q1mE6MRHz6U,False,False
BrqFTswejpU,False,False
7COF8AhH9Z8,False,False
L29S0JPOrV0,False,False
mWaY32HWjKE,False,False
OHOkdEBpwDc,False,False
xf-dywd3zx0,False,False
mNKwe9k55fs,False,False
d6hso-SroWE,False,False
NWOz3OZ6J9M,False,False
JQkjAhmvITI,False,False
agKDPntMv-E,False,False
JA_sKkXiQMI,False,False
0TNVthqZ3uc,False,False
LaMxS5-4U-c,False,False
815lSYphlbw,False,False
Tz5L-rNWZBs,False,False
Nkl-k_rjn_U,False,False
ibUV-bxcCZA,False,False
aJ9XruZm_Hg,False,False
pmS2oJQ8SIs,False,False
0jmDHoPUGKI,False,False
vOEaiQ2d6Mo,False,False
0DVNtFA-_wA,False,False
oWXR-6YdJ_s,True,False
13xFL17XmYU,False,False
2AAUadR6Hjw,False,False
6VhU_T463sU,False,False
tFLEym5aBzA,False,False
Y-R3QdTGeLg,False,False
pCfmsVFCPmY,False,False
ceXPzJ0fZNs,False,False
y7QjFRtt-sg,False,False
0-M5C7sQdGI,False,False
6mkLWGy6Y3k,False,False
MJO3FmmFuh4,False,False
giiIq7t4oMQ,False,False
dQLlS4l1UJk,False,False
h5XzGyjEkkc,False,False
r87aoVq4gZg,False,False
MZlakv7Gq3w,False,False
8J2q99ApzGs,False,False
KNEVjhCXZB4,False,False
rYzLh2QuraQ,False,False
itE8Cd85-QM,False,False
VQm_Y7wEzGQ,False,False
SJUhFjNfaZY,False,False
Bhplg8YCu-M,False,False
DNrNMg8_gEs,False,False
b7zWwo9dbiU,False,False
bRkdzjzqepQ,False,False
nxWt9wDOr_0,False,False
TjXQzRWmb_I,False,False
MSzytvDsPfo,False,False
XcqS9okipTU,False,False
rH_sH0jPVTg,False,False
jXoDKhdUvFo,False,False
A_mlvG_nRsg,False,False
LtpqdJkoKm8,False,False
cOaRPJQXFG4,False,False
DuTnYi_HW2o,False,False
xTlNMmZKwpA,False,False
UhiXEgqhBWs,False,False
yyr51Kznab4,False,False
F7jcFXTnBiQ,False,False
3AV1GuBI-0Q,False,False
HD5PT7bvcis,False,False
T9UHD30MSGk,False,False
5TY79E-a2xU,False,False
C0KnxhQMLBU,False,False
lcvOVZ_ILrs,False,False
LR2edIotyE8,False,True
iKjEoPA0LlY,False,False
dRpNZV18N_g,False,False
-hg_VRwS5RI,False,False
b191evqWAwE,False,False
oJ2faqXlU1s,False,False
_X8XtZZYkNA,False,False
R8hccXRk3MI,False,False
b7rYRGbsMW0,False,False
Wzq4qbNRFrw,False,False
LU6xDgpnIyM,False,False
4LlQwTgB5Rc,False,False
LUuJl490BL0,False,False
xfdUIY8rEmA,False,False
h_O8ZvB3uEk,False,False
MVyvV0tOOjw,False,False
Sbp8MmSc2kQ,False,False
dAfqL3Hts_U,False,False
WI06POju7UQ,False,False
mZ2qbwvAVjs,False,False
vsPTqR5778Q,False,False
vZJXXguLysI,False,False
LgmxMuW6Fsc,False,False
fmiZUgA-2W4,False,False
OcTw2b0Ho-8,False,False
Atx-0_G1KHQ,False,False
bqbWMgkvedI,False,False
z5JQMBcVFns,False,False
l2HlSkv5T-A,False,False
pvg2cw5oshg,False,False
ufOnBRXy3Pc,False,False
39idVpFF7NQ,False,False
ziLNTsTPL4k,False,False
JnepCulEQOo,False,False
0QDjTwsEeE0,False,False
PGRcxXLfWrM,False,False
oWdLorlbhfU,False,False
o4fHlldbRHo,False,False
jQS_kpH9xfA,False,False
WPZfIKy7LWo,False,False
92BKdIai4ck,False,False
vFK7oWLWapc,False,False
nsjPEcRq_0c,False,False
D-DYWvnrFs8,False,False
yKVAhDbSito,False,False
hYOa56nwx5Y,False,False
mKpW_rj0tuI,False,False
qK8AcryiniI,False,False
1DQ9UTz5j8o,False,False
hQlXLdZtX6s,False,False
IvAvHjYoLUU,False,False
EhSXsTSNDyo,False,False
kKFNThEiilU,False,False
YyGq2vjv7Qs,False,False
oOZ_Q6qzXuw,False,False
XGd1dq1BatM,False,False
Zx7p_tmWlq0,True,False
Sbl4nCcO0qo,False,False
0f7CuSU_huU,False,False
hLgIghY-FGc,False,False
q6xYUHb4B1k,False,False
IgEcA4RT3tw,False,False
xArN1yUcXXc,False,False
l2StCpw8z-s,False,False
uYaN4OLxm08,False,False
pQXwQVaQmGk,False,False
pMpQABKlC-I,False,False
abeqEEmpbdM,False,False
8MfSVTHqNHU,False,False
Y9nDagqKL7Q,False,False
JJgiKhhpGvQ,False,False
JDkHmQEOkYo,False,False
Hmb0Q0Q_7jo,False,False
mjBIsBPG1N8,False,False
UK2OQ67Xr4o,False,False
AaALLWQmCdI,False,False
H9wMNxbQM-4,False,False
5WUDfviiKRE,False,False
0bXCbVGb04A,False,False
90uhxbfUfC4,False,False
G2JLc63P7pw,False,False
6wuV4531d9c,False,False
9DjgOFSBJYc,False,False
0qpE8IHz3go,False,False
O6BODAJVYc8,False,False
qYNNT1WIhwM,False,False
6OcOO1k-vGE,False,False
BFkTu8Y1KLs,False,False
6EF4zRMfrlk,False,False
aSKHH7Zqdjc,False,False
0dSR-9mtuzk,False,False
lOz7cPJQd8E,False,False
GJjQl1q_jtE,False,False
ahAnbeyxlic,False,False
OWYKrIKMO1M,False,False
mHbWgIy3wmo,False,False
cMtHByGJ8Ao,False,False
L87HuKmGwVQ,False,False
JLOFZoBJnd8,False,False
Q1INhRBrwKM,False,False
8hKbIhrb1WU,False,False
4v0nOAzcG2A,False,False
i1AHCaokqhg,False,False
w7HJZPlJn_U,False,False
eWBNCnU_PK0,False,False
QatPF3Pqhp4,False,False
00nmxR1mxIA,False,False
tDT-a7fh5fc,False,False
hVOjyy5NuFY,False,False
UZf9m_x7o88,False,False
ldMaZ_7FNDY,False,False
vglAsbxMX_Q,False,False
NjCIH1fXT0I,False,False
4KyWP5fWOEs,False,False
GeF_5qo00Uw,False,False
CV3SaepBEYI,False,False
1WREZPc-kqQ,False,False
2NpetP71B1o,False,False
XHpEJRsHefM,True,False
lWHZKP6xXHU,False,False
Qh06wlg9RmU,False,False
FPHrWxxw9Is,False,False
mwpHSMv1pI4,False,False
EEzj0HMz5Bc,False,False
lBbSzQXQknw,True,False
l_v1h6Zoi-Q,False,False
XcUiOyKclOI,False,False
aKPz583WRpQ,False,False
2pJlpCfueV0,False,False
1vc1cKeor5A,False,False
nCPIKP_84qs,False,False
MsQb18nU2hA,False,False
kSuaykdvl4I,False,False
GKbjOWPbBwk,False,False
-e-xXN-tcFU,False,False
-EL8TuMsb-k,False,False
G8gJ4RTBxcg,False,False
Sy3ERg7OCWo,False,False
9i3GtPIS0-4,False,False
JdHhNxedKs4,False,False
hbcH02YynOA,False,False
_PgMjA4x3rE,False,False
8brYvhEg5Aw,False,False
WNs7fkbANM8,False,False
tpa4kp4lK60,False,False
X9fHoWLf1w0,False,False
hRAGY4BaFQs,False,False
6Y65fxIRs8Q,False,False
GWMKelv5Bmw,False,False
ySFJtla2LY4,False,False
tUbky9YzPZY,False,False
5SNX4JuM39c,False,False
wI89nVn6LHk,False,False
BFWI0GQZA14,False,False
AkCLxl3MzNA,False,False
aBza5P5v2-I,False,False
4qcLz8M7L7k,False,False
YtbArdw9oHc,False,False
K3ZwxsTOD_8,False,False
sNue9fiqUzk,False,False
T_o9bDu_srU,False,False
Y8JGfi4MJ8k,False,False
BkpwPKZb_Zo,False,False
-pCzLbCCppo,False,False
OvHskUT3XTI,False,False
wwZ-T_WQ03A,False,False
wD5YzBDSXv8,False,False
YqC5loCFMtk,False,False
0URpDxIjZrQ,False,False
mnT4MDdEazs,False,False
mqf0f1h8ZTU,False,False
dvJWgErHi7A,False,False
hIyqLdKBAlc,False,False
Juad74hE6rs,False,False
6hIFDfP9rNc,False,False
D_6QmL6rExk,False,False
PeYARbPHcvk,False,False
OziQ_a3Rpqw,False,False
fC8gutkCu1c,False,False
SuHVvSsNY2E,False,False
RHzylDQ4wKE,False,False
OPbtnEXZ1H0,False,False
tfREC-AkX20,False,False
BC19fhyTG_M,False,False
032BPsxhreM,False,False
pXpfGJpmhNI,False,False
sosxR6ZALjc,False,False
voG07pt-KYI,False,False
AWtpYfjylCo,False,False
fi483E-A8P4,False,False
Vk-HI3SDoH0,False,False
CJzaYLc4pPY,False,False
LO0FwPXJbi0,False,False
z3EN0dyR7W0,False,False
QBOzHhuTzvw,False,False
QAt8kU3TQfQ,False,False
49wGna0UTB8,False,False
mNhxFzR25Rs,False,False
NWeCToDgdxU,False,False
WF82ABLw8s4,False,False
FM_7ZyE0ib4,False,False
a9B4AgwYG4E,False,False
3hn14sIQc6E,False,False
LeFxjRMv5U8,False,False
k8RSetlPF04,False,False
88qeUDD9Vv0,False,False
SxAp27sFaIM,False,False
BBQ-2BUGQv8,False,False
7FgazlhALyE,False,False
aE4XqQZLkek,False,False
4L43VVORo5c,False,False
fSutgzDY_I4,False,False
lzEctvL0vrg,False,False
4JGWxG-vE24,False,False
i7FgneNlM14,False,False
GTSjDaoZcAk,False,False
QiIlcKiREUU,False,False
kz1xzBYppW8,False,False
XisRqF3ympA,False,False
4_aR3HqFrr0,False,False
X58fcXjR-pg,False,False
oh0k_4SAXpM,False,False
BLOIU9DpLq4,False,False
o2m06SDQJCI,False,False
I6N-XuYllgA,False,False
leu-cTvMWTA,False,False
jzLlsbdrwQk,False,False
oLDbO545aKQ,False,False
TM8hwHtWSJg,False,False
BSHh0MmJM1U,False,False
DCcA4FyWeXI,False,False
cUMQfRrqOs8,False,False
LeWtF5y9-6Q,False,False
YA9DiShszX8,False,False
_rBaHuQi9gQ,False,False
9WFf9XY5rME,False,False
ZEkImgh--PE,False,False
CJRw18MtRPg,False,False
YrlVffqU7sY,True,False
fbL1ZoAQgUU,False,False
N1ikySurAP0,False,False
9D0eyl7-XQA,False,False
uwfIr6flLXk,False,False
yZG0wggoEqI,False,False
84hXRY0uwQ0,False,False
NvG1FTafzAw,False,False
1zO2JEV6He0,False,False
UDByuFJ2nDg,False,False
MybjFHx_wfc,False,False
GZMrivD2Aok,False,False
ufynqs_COF4,False,False
ObIQ0s02UHg,False,False
SqNlLDeZcSc,False,False
w16w7CYwGbE,False,False
lRxAWujpMmA,False,False
342Cqk9ew58,False,False
3XklsSF53pc,False,False
7ghv9MJHlfs,False,False
7P-PNa0bxQg,False,False
7efwdTlRvvs,False,False
cNrfQm9yG5o,False,False
8RsDxpyUa_U,False,False
8Ojf1RVqRn4,False,False
MgMLdq9DnNc,False,False
xg9ebVTL9yE,False,False
WvV5TbJc9tQ,False,False
9t9u_yPEidY,False,False
7cTi6PHUqMw,False,False
NnpyRKfAyik,False,False
89OP78l9oF0,False,False
Me8jYR9Q0kw,False,False
nRafaCcfrcI,False,False
eEDZuFw34YM,False,False
pnlNqAmCCgw,False,False
aDBMVKtcG2Q,False,False
QUDYmBTrudU,False,False
szaJ5aW-LUs,False,False
9VH4yQrU_SY,False,False
avDL9JRcmgs,False,False
bazp-LVqlK8,False,False
yYeSzy30h5k,False,False
sfxilYIycTc,False,False
HQiDKE85P3U,False,False
PCTVL5oKlik,False,False
VXFQWu55vO8,False,False
w8AJBlmLMZM,False,False
yXLo4iOb3GU,False,False
fiErkaNjBwk,False,False
d3h_uD-5d7A,False,False
wwVOmTImfLA,False,False
ic1kMoM_kPw,False,False
VoUEz9yQJ8w,False,True
xe8Id7pDNOM,False,False
RCRVve3V1IY,False,False
YKWGQyz-oLw,False,False
NooW_RbfdWI,False,False
9POblaMln4Q,False,False
IxF3mxWbdjw,False,False
WmNGq56WMLE,False,False
RiGFGXd9Xvs,False,False
YrVTJd6mvpE,False,False
tUg-WLRdRv0,False,False
fsQD85uD8nM,False,False
XJBvP-NZJ9U,False,False
3V_rqb6Nuc4,False,False
CJv0I-xYuC4,False,False
6gFj1XJ6b5o,False,False
fGHOLz35L8M,False,False
oFqHvacY9Kk,False,False
7bfS6seiLhk,False,False
jC4NNUYIIdM,False,False
76-ui4F8DJ0,False,False
3g246c6Bv58,False,False
1Nu_oGucpDI,False,False
X41ArlJVNYc,False,False
exYLX9xGoyo,False,False
dpeDxEb9yeg,False,False
arv7U6cfD40,False,False
TmzVBGf6uKk,False,False
AtbyHpFeVDI,False,False
aCoDqL1dK9c,False,False
keD0IJP4Dtw,False,False
3uGIEY7tdg8,False,False
sbcbvuitiTc,False,False
eIj9vqnhQ6I,False,False
JzA097DmNTI,False,False
xNvlaa5-vtI,False,False
KWn4JmiM2pM,False,False
-WRcZ9xHMuE,False,False
tfyNPxM-M-w,False,False
3SqtO2VXsPI,False,False
0NWKUHl6JLY,False,False
d7E3F0Vt2rE,False,False
EbbL8NhdTQE,False,False
EQqIiTk2fy4,False,False
57nZ7LaVAH0,False,False
hmkSBiZ6XoQ,False,False
FO6My1joJVc,False,False
vecSVX1QYbQ,False,False
hpsugpjc3dE,False,False
OzKmR5BLdbQ,False,False
__Wd-iOZQ6k,False,False
ulNswX3If6U,False,False
OPaybxgucww,False,False
1ZqFDsq09H8,False,False
c1npkEoEtos,True,False
3rhw4KgcvFM,False,False
IfkWuQY0ti8,False,False
fAWQ7qPsS3Y,False,False
ca3eYxZedD4,False,False
8oKl_qDJHt4,False,False
OBLeg0CvHek,False,False
UYDAgS2Mr6M,False,False
qeWvgZLz9yU,False,False
Z-0bYA5iZDo,False,False
lG8fWx982Qs,False,False
MGanJGGVSrw,False,False
bqgVB6Vl-lI,False,False
Hndpk6A4VcE,False,False
KXBYn9cwl7U,False,False
-RmUADCWI4A,False,False
S1O4kia_Iog,False,False
_GPFA89Vilg,False,False
iXfHlch1Lso,False,False
-8ZHXaGILlc,False,False
wH-by1ydBTM,False,False
dAOZa7JYnsw,False,False
M3mJkSqZbX4,False,False
mt22NvsTRG0,False,False
qoPCbB_uGMw,False,False
KLZl_sxSN_g,True,False
yN7N0P2TxHQ,False,False
oSZDe6CrfN4,False,False
qD2yyikDcDw,False,False
zzQsGL_F9_c,False,False
UaAHl_m_ybk,False,False
TzMJabl_ykk,False,False
5iVxBDPlbc4,False,False
CefAPPIkB8E,False,False
PaYvlVR_BEc,False,False
pDi7cezk9CA,False,False
XgbFJUpbk8A,False,False
nBpxVdpMBZk,False,False
IYyjBXDyYLo,False,False
oRexsyztGS0,False,False
0C3pC-uonZU,False,False
X-5yy4ETxlQ,False,False
t0VsbEqfAvo,False,False
96oKlWv5wSo,False,False
SKV6h_5XFbk,False,False
OO5_E0_NAOg,False,False
Pxf8Bf1V0is,False,False
PJ9jj08bR38,False,False
_v-hzc6blGI,False,False
8sg8lY-leE8,False,False
FYaxa4r-fRw,False,False
o7OwzKm8aa0,False,False
SuFMMvrf4ao,False,False
RQm0nKoODo4,False,False
df7PZIVe1lw,False,False
dWLDoQ0Kus8,False,False
c2rEwAWHP7s,False,False
au8QGTiPhEw,False,False
S9KxqRUcnCU,False,False
LfeEu4_vtfQ,False,False
mJ-lFt9_uxI,False,False
PozbOaVdPp0,False,False
kavxsXhzD48,False,False
LDVXOo_HXKU,False,False
SFxZb-GHbrQ,False,False
_pP_C7HEy3g,False,False
Hi91aDmYI2E,False,False
PDZg4veidX0,False,False
VY_77F8TXe8,False,False
1SnWTW6YXbE,False,False
aAGobKLb1JY,False,False
bcZzK3m-LLo,False,False
fGTfbMioezc,False,False
n_S8d_1KVhU,False,False
VVMCz04CmlA,False,False
-t1q78GYNww,False,False
9_lkVzzd6rE,False,False
2XK4omx9uMU,False,False
fryHijK0ytM,False,False
_6lGaYh71g4,False,False
Z1rZAT2GtmI,False,False
shHTYg-rOAg,False,False
8EK-QMtHhMI,False,False
k1xvol1SCx8,False,False
z6A2LHGx8_A,False,False
Js04hvdVUA8,False,False
BQ31l1gPGKM,False,False
CuVuqKyISR4,False,False
gPHVLxm8U-0,False,False
foImxGyOuQE,False,False
o495cZqcvAQ,True,False
xfmipNU4Odc,False,False
cqHZTqr8u-s,False,False
zLJsJR0O6VI,False,False
UjtOGPJ0URM,False,False
WKrnYjpmcpE,False,False
GpxCT36DxKg,False,False
jHvSF0njyvc,False,False
fzmM0AB60QQ,False,False
DAi3GgwhDR0,False,False
tRbHXZvVMbM,False,False
