video_id,total_views,total_likes,total_comments,comments_disabled,ratings_disabled
fNtLIcyjsnI,2122489,20085,1322,False,False
TzMJabl_ykk,2115715,115226,13568,False,False
9JQ2gHDPnDY,2114478,49033,7008,False,False
y0BlGqwLLGQ,2109732,1311,212,False,False
Z9cB0TjfIkM,2109158,61175,5791,False,False
L8gV7LSt6sI,2102111,50978,8722,False,False
qNNcSwZAPSE,2101562,33303,2467,False,False
ve3oQBjcAGI,2098612,52336,10848,False,False
r2ys-AimNbE,2098175,94916,6070,False,False
QfNG-YJ3YmU,2097854,41417,9812,False,False
54BVvP7zvDQ,2096929,35493,2260,False,False
yN0O8UaTnRA,2096196,39093,2625,False,False
enH3xA4mYcY,2095289,8415,616,False,False
BFkTu8Y1KLs,2095026,49729,2804,False,False
CP6aYDssDSE,2093619,38187,5714,False,False
JZoO1Ftj-bM,2091534,58896,6696,False,False
ut6UYwbt6Xk,2091513,57593,5176,False,False
88EB0TEGQDA,2090172,26797,2792,False,False
fLwKs5yslSU,2089947,167197,8815,False,False
goIXAFdlcUw,2087376,92367,8381,False,False
yc0kcGgg3o0,2087032,64030,5540,False,False
6-Bf9yUay50,2085977,20609,3114,False,False
zbtyaKAMDdk,2084134,81078,4359,False,False
0PpNlNJ6Nng,2083918,106243,12707,False,False
MXpPRTHo5fs,2083564,77377,7601,False,False
WMs3NOW1TDs,2082799,53925,4426,False,False
pzD9zGcUNrw,2072162,61948,6143,False,False
3tjHS7JRB4c,2066897,31111,6296,False,False
q1jzwV_s8_Y,2064683,66563,6077,False,False
Dwc27Lsr1EY,2061448,5290,546,False,False
ir0G79oHXMc,2060702,44145,3423,False,False
-1Hm41N0dUs,2058516,41248,1490,False,False
nNZrc_XvF30,2058483,40851,2327,False,False
b2EOxGUuBWA,2058270,14160,3347,False,False
RMWTNik9i_8,2052405,85151,8238,False,False
jlmNwjdYVnk,2051675,34516,6514,False,False
w2Es7-c9GAk,2049961,9814,2153,False,False
ldmDBJRARB4,2047272,43554,3130,False,False
R8WBN3fJmwM,2046312,55218,19222,False,False
Sy3ERg7OCWo,2045760,232423,21114,False,False
8udNOTFiqUs,2044300,19749,1694,False,False
dedaP9ym-hY,2042378,56388,6611,False,False
4AtOU0dDXv8,2036792,29446,38936,False,False
r2vDabFVj-A,2035115,28153,1423,False,False
Q-oM2BQ8Jow,2034980,148529,7272,False,False
16W7c0mb-rE,2032821,124607,8577,False,False
gw82GrEt370,2032507,196113,40823,False,False
42FRgdjveGU,2029938,33784,2203,False,False
c1npkEoEtos,2028512,40583,1836,False,False
hu_4yAZVNsU,2028315,28627,11189,False,False
blgS56pESPk,2027943,68298,12174,False,False
XdNOI-q70q4,2025376,50919,8253,False,False
ill2cgCyTUc,2020895,74671,7791,False,False
3nwwX-DEH1M,2019746,16023,4852,False,False
GSCP2yg-v2g,2019235,52997,9167,False,False
ywcNsJb2v2U,2018667,62168,5082,False,False
_OZJ03OBJj4,2017280,38666,5887,False,False
2z870cifG_A,2016536,109686,12214,False,False
eOQpjvnm4ME,2016029,21062,4200,False,False
m6lY1GXTu5M,2015271,156034,5873,False,False
NrikvhdYrJE,2014354,20459,1487,False,False
QUP8vf18oWA,2013900,54669,4470,False,False
RlSzahonkTk,2012372,148893,7405,False,False
e1bEWoblGZA,2005054,149113,9028,False,False
sZoZryCb0P0,2004629,64947,2023,False,False
wI89nVn6LHk,2003345,19895,3481,False,False
BJeCOo_CRyE,2003048,111598,6108,False,False
OHOkdEBpwDc,1998883,94430,17322,False,False
lk8lozFBXpo,1996355,62409,4229,False,False
j1v2A5pyGlY,1995496,53605,3058,False,False
zUrib9ZbraY,1995022,46245,2512,False,False
4oqvNR1o3Zo,1989746,30153,4192,False,False
T_o9bDu_srU,1987296,117634,15296,False,False
8XBLuU_4Qgo,1987241,22785,4158,False,False
MUWUHf-rzks,1984239,109450,7421,False,False
yMvpbrJ1CWQ,1983087,61712,4241,False,False
r4VJ8o6yqzM,1976572,47253,6508,False,False
fOhB5JyEkOQ,1974031,50261,3263,False,False
IyRRk3wgKMo,1973925,151991,62110,False,False
iSt_jbT6rak,1973349,70489,3714,False,False
6tiphMs-dCY,1970963,68401,2334,False,False
GWMKelv5Bmw,1969654,68591,5108,False,False
JGo_a82jfj8,1969648,49503,16980,False,False
sd80ZipTMDE,1966994,187947,99980,False,False
n2wIqXBz4os,1964287,88373,3091,False,False
jjNf6SolPvU,1963752,22768,1739,False,False
LLiXwMQW_VQ,1962973,12513,1068,False,False
Iay3Wu6wybA,1960238,34202,2638,False,False
KNxUDJ8_qI0,1959703,143641,9121,False,False
ZAD3JJvMWjA,1958372,64066,1201,False,False
lVudO9x8fbQ,1954026,235893,14946,False,False
qpkXi0-XkxI,1953661,16054,1621,False,False
hwQnXjZwQUQ,1941169,11631,3230,False,False
v6WdrNN9j8w,1940700,56187,3798,False,False
rEdl2Uetpvo,1940455,125681,3274,False,False
tgMxQ4qCANg,1937626,43275,14529,False,False
MidgYgFwgTI,1933415,43809,6974,False,False
nCPIKP_84qs,1931851,116455,12018,False,False
6xMBmvevhj0,1929441,39940,3069,False,False
LDVXOo_HXKU,1927025,31492,2680,False,False
_1LdMWlNYS4,1925345,46673,4973,False,False
UmFS7No3t8Y,1924405,251227,18021,False,False
IpN_wAlYZSs,1921167,58740,6149,False,False
tWDK9rK-f1Q,1919186,45916,4958,False,False
jCb-WcxO5SU,1918478,60432,3320,False,False
8rqztDFvmZ8,1916015,66506,10248,False,False
wrpeEitIEpA,1915926,62005,4284,False,False
r8vFZ0HAaz0,1912972,61649,5858,False,False
2QMjAiy_2t8,1912737,32162,1425,False,False
l3vbvF8bQfI,1912665,99346,7789,False,False
42ZE4DCJkEo,1908298,55993,8864,False,False
lbFzL-0pEeU,1908094,40909,5210,False,False
44NYFvhXmW8,1905487,65854,4490,False,False
ElmsIGT85tI,1904633,63609,3806,False,False
JOZzku2SrzQ,1903783,171597,14030,False,False
5YgluF8VTWg,1900142,9383,30783,False,False
QeFwtA3p4Mw,1899190,104625,6319,False,False
hA8lElh7LFg,1898228,134282,32882,False,False
v0eafGbrSJ8,1896340,59877,5942,False,False
oFfMN6lPnlA,1896045,75614,5115,False,False
SggkMHx4GhQ,1895941,46102,5513,False,False
FDbb28N7iI8,1895867,73579,5016,False,False
sw-l5SW5hik,1892728,20638,2477,False,False
-p-PToD2URA,1891032,40715,2799,False,False
trcditUaQJg,1888184,86519,5459,False,False
kz3MEd1Jr0Q,1888088,85515,4044,False,False
2c9fXDI2EYE,1887277,32868,1662,False,False
qYNNT1WIhwM,1886667,30112,1605,False,False
yHHnywiSwIE,1885785,226887,38888,False,False
r5Kd7ltWS9w,1884144,55281,7353,False,False
iC7wWFQUUqU,1883291,16532,401,False,False
kl39KHS07Xc,1882972,135617,26508,False,False
J_QGZspO4gg,1882868,88072,6083,False,False
NyNQLRhsAsk,1882458,17991,2786,False,False
PJBmeqpw3DY,1881659,43112,5676,False,False
fEqzx-36pOo,1881309,95216,7689,False,False
hIyqLdKBAlc,1877905,65332,7767,False,False
0TNVthqZ3uc,1875878,105866,4881,False,False
RoIJtobSOqc,1875212,32206,4543,False,False
894X4nV9Mys,1875053,72568,1829,False,False
c47kn_Y4y8A,1873164,43831,4071,False,False
tUbky9YzPZY,1867337,63749,6580,False,False
y8lFgF_IjPw,1865136,39025,7258,False,False
UbmGPOHJYpA,1863491,29175,6455,False,False
D52qnC7dJcQ,1861355,31576,1037,False,False
BWPrk9PUwQE,1856410,38114,2768,False,False
9WFf9XY5rME,1855559,45701,3192,False,False
bI31WqFDxNs,1851372,50638,1525,False,False
FO6My1joJVc,1848104,64607,3947,False,False
h-h5Mhlt6O0,1845803,82929,8134,False,False
kJzSzGbfc0k,1844008,61389,6088,False,False
ijVLdH5dt-c,1843404,613,38,False,False
GeF_5qo00Uw,1842120,19055,2003,False,False
y3qfeoqErtY,1841658,48975,3195,False,False
fmtU3FFpHtU,1838876,23487,3341,False,False
e2R0NSKtVA0,1838296,28416,1951,False,False
fd7M_5xW0SI,1838042,89113,4315,False,False
HHOyg1oDeis,1836620,139237,11651,False,False
bJWDajO2SZE,1836595,169237,37319,False,False
dyBFAX4SDEc,1833398,49538,8324,False,False
CU8qwXYH83c,1831572,20254,724,False,False
UddlsDsoIWs,1830129,49693,2010,False,False
7DbslbKsQSk,1828586,47121,4788,False,False
9Ca8zWJOlFQ,1825705,77531,12025,False,False
vYb4_ARPNfo,1824164,13734,1898,False,False
k0BqqEMobcY,1824082,15384,4235,False,False
S10azlzvS_8,1823701,133400,11241,False,False
_lUiJsnGXh8,1823566,42678,4908,False,False
sJGgV3p8JzY,1823157,137266,8543,False,False
s0Uxzh1E94U,1823117,2205,301,False,False
oNpzeIdOtlk,1822026,9202,11096,False,False
jO7Ysq0m050,1821926,25103,6515,False,False
8oKl_qDJHt4,1820569,61753,4745,False,False
gmp6AGFPhzY,1820485,51259,16548,False,False
nUv22OHdjQU,1819783,17552,7955,False,False
ys6KVWA4okw,1813877,48557,6894,False,False
duXW_wPTw0o,1810234,114706,4543,False,False
8vCn190ti9U,1808784,68556,6872,False,False
YFHHGETsxkE,1805597,170182,9823,False,False
iKI6z9dcjMg,1803187,46974,2487,False,False
B1r4Z3nXPVA,1800483,118254,5422,False,False
f4FuOi9rvKw,1800130,90418,2761,False,False
exsOim0Lyl4,1799618,22413,7092,False,False
EsaHiIdsKpE,1794696,18182,2782,False,False
VLxl1UeuwHY,1794493,28780,5557,False,False
eemkTcS0zsM,1792082,35825,1303,False,False
OsSKFlk8oEo,1791867,30209,848,False,False
m0AZ5LKlGyk,1791693,1975,535,False,False
kehML-RAkd4,1790918,90425,9000,False,False
HQiDKE85P3U,1790555,65494,7352,False,False
a8gzChJsvEo,1789817,38476,6589,False,False
2GjJ85MImlo,1787925,54676,6254,False,False
zLJsJR0O6VI,1782889,66165,5414,False,False
Huab6p5HW0E,1781966,24138,1683,False,False
SVmuTIQBoio,1781312,29914,4262,False,False
REt-3P5h4Lo,1780726,64944,2647,False,False
nr5Pj6GQL2o,1780209,15081,1963,False,False
e15ZR6XG4Z8,1779855,38399,2633,False,False
gob0unzEdRw,1778470,18940,4306,False,False
5hpuoMilm_4,1776352,161751,11742,False,False
Cf3zj7D8SQ4,1776291,96594,25772,False,False
yef_HfQoBd8,1776191,21783,2426,False,False
u0-pfzKbh2k,1771153,10079,2787,False,False
9yDNAc8YS9c,1769864,50590,9205,False,False
R9OHn5ZF4Uo,1769751,187892,10742,False,False
DCUD9kjYOAk,1769200,86122,4357,False,False
e5bernQdWiE,1769069,33798,868,False,False
UZ47aQFp2TQ,1761886,34692,6109,False,False
O8hm2Ml-pA8,1759167,37479,1063,False,False
__Wd-iOZQ6k,1757705,69586,4034,False,False
CRiBnM9l4N4,1757685,79092,8092,False,False
bvf5DlhvJJE,1756608,36770,2549,False,False
1MGNw-Y2QPk,1756102,143458,10795,False,False
7cqYiUmutGI,1755038,55982,3714,False,False
XAzqBDFs418,1752883,137210,6341,False,False
0lr497GhD04,1752464,59613,6964,False,False
GjwjzIFcX7U,1752139,73546,5965,False,False
tn0hCTyj2Kc,1749832,77408,18242,False,False
HAGnqSKtn3s,1747746,89200,58525,False,False
P-2r8XEuCII,1747480,131130,10232,False,False
dRtqFjYYUY0,1745260,73628,6138,False,False
0gDVWPPgMKY,1744302,46143,3569,False,False
Kemqo35m8gk,1739399,14348,2492,False,False
w77zPAtVTuI,1734598,50493,2521,False,False
cFeDbPWPyJM,1734377,30367,0,True,False
9DUfFHaUpxg,1732872,46176,2662,False,False
QDr9YTkFNO4,1732015,80125,14909,False,False
qD2yyikDcDw,1731533,34956,3641,False,False
V2fw7u1epLg,1730361,141794,19219,False,False
T_Tx4ZF-TkQ,1728905,25481,9910,False,False
JcC5VGOx8I8,1728219,80272,1846,False,False
JRAOdRq-1lw,1727840,64655,4837,False,False
M-E5wDgptQA,1725355,28520,2572,False,False
PAHm7SEhhuw,1724379,26040,1570,False,False
hv3jeGUv9fY,1722483,21135,2418,False,False
nFpEuUY-zQ0,1721076,8388,1382,False,False
vRN-32VKEHE,1721072,32545,4216,False,False
evhLzq7Gsak,1717225,10041,9335,False,False
xffS8n-M0Jg,1715217,132253,9093,False,False
jLCHpZ6B1gU,1713021,28724,892,False,False
PmUL6wMpMWw,1711525,7716,1155,False,False
C-DfipidnOE,1710398,91315,8035,False,False
Q-v4LsbFc5c,1709373,50835,3608,False,False
kFSm6gany_Q,1708199,20569,1493,False,False
nMbUA7dghlk,1705668,59681,4277,False,False
ZKZwrlNHMkk,1705452,26568,5428,False,False
GbrueARGMhE,1704711,43626,2838,False,False
4oYYVrEFWE8,1702293,32630,4493,False,False
7Nv1KoqM6vc,1698230,20562,1369,False,False
jr8L_hJcCM4,1696551,48689,2195,False,False
uu99R0zAUEw,1696151,28043,2580,False,False
M0kcLjxoYS8,1695926,105825,7034,False,False
pCWH5OW9lDo,1695390,20802,3842,False,False
prmQgSpV3fA,1695280,66687,11415,False,False
b1Vi4YGMGkk,1694719,6520,10760,False,False
U0hAC8O7RoI,1694708,43997,3608,False,False
H3mX88_tx3Q,1694595,15585,2421,False,False
DcCh33lJLMw,1694330,117495,6024,False,False
gs-iqvX6pOA,1691844,27882,4492,False,False
I5qFoctplSU,1691529,14149,1275,False,False
0r-zYs6NQu8,1688171,65232,19494,False,False
C-rumHvmqCA,1687984,1700,0,True,False
szaJ5aW-LUs,1687351,136708,16568,False,False
tMazN5uH49U,1687323,24156,6241,False,False
HnnRyhuX_jM,1687203,25912,5450,False,False
uPyLIBSVrMw,1686243,133400,23864,False,False
BZt0qjTWNhw,1685609,38160,2657,False,False
1Xgm5R4eMao,1685312,13948,4666,False,False
vfHd8MF0ExU,1682086,35074,2086,False,False
JeRtUXTQ_aQ,1680396,47507,2289,False,False
xVYmcVgfDNA,1679248,32693,2374,False,False
h5CLO2n6OxQ,1678782,108402,22457,False,False
eT4shwU4Yc4,1678623,67740,5214,False,False
SPYzQplG_YI,1677912,69167,3863,False,False
hmkSBiZ6XoQ,1676887,90657,77113,False,False
0IaG9oM4O4s,1675909,6876,0,True,False
LymuZ8abvmc,1675419,12798,1625,False,False
ssVrzoCgr_w,1675392,16239,1946,False,False
H-WEhug-up8,1672881,40396,3286,False,False
7s71D2kQrFE,1669974,23244,0,True,False
k3uh0MJeypI,1669402,123187,9577,False,False
FQC29joihwU,1667408,51184,3404,False,False
nHO50-7l-Vg,1666780,45710,2955,False,False
9JBKuNrd5m8,1666684,39778,15523,False,False
oS2MW3YIJew,1666465,62357,2631,False,False
hBvcngHRTFg,1666296,49224,2855,False,False
Lxet1zLBTM8,1666003,61821,6597,False,False
ksjWPxFPsos,1663506,79165,36476,False,False
ZO4CMPCmFDE,1659272,41986,3079,False,False
Me8jYR9Q0kw,1656235,98896,11137,False,False
Yg8jdBLTtfo,1655978,36441,3366,False,False
uFDPLyAWpVg,1652914,19764,1197,False,False
PZxyNX8J7Y4,1652804,59604,1071,False,False
DNrNMg8_gEs,1651715,106838,7335,False,False
sTyOtjJyjsg,1651674,29541,6886,False,False
Dv4Ph97jv44,1650078,49066,1536,False,False
_7QuvSK-A5E,1649348,75585,6586,False,False
3g5O-kT9m8k,1649128,63594,4819,False,False
zkrq7Kpd1so,1648886,0,548,False,True
IGhC2EwCAWM,1648675,62011,11881,False,False
Ja_GMU7-sjs,1646057,53901,5963,False,False
n9JVbbRBqfY,1646051,35793,4726,False,False
6Nr_xHolP1Q,1642644,52190,3749,False,False
PFH046Fh3ps,1641394,18448,1949,False,False
N7HFXgyTya0,1639968,74037,3465,False,False
DbF91ZtpGGc,1639042,63153,3442,False,False
T4sDURQsUTI,1638715,74374,23950,False,False
PAczA2saYWM,1635960,43860,3795,False,False
gS1DbvHHVH0,1635301,120791,20711,False,False
iM89vdPLbQs,1634519,7168,1529,False,False
OGPsw2f_HQk,1633109,70409,4145,False,False
Htu3va7yDMg,1632855,28427,2002,False,False
PeYARbPHcvk,1632401,34809,8235,False,False
NzJdS6YC9es,1631648,40981,10663,False,False
oYvw0GryNs8,1629871,159941,12628,False,False
No35-c4zXjo,1629599,43060,6358,False,False
4dpjhcQr0RM,1629053,72349,2694,False,False
BFWI0GQZA14,1628628,44765,3325,False,False
Y0D0s9eIKuw,1627758,98772,23395,False,False
f2kesmAO8VU,1620153,51280,3245,False,False
pCteBhr4dGY,1618812,26729,2439,False,False
-oOlAGKBXnA,1618811,53446,2899,False,False
ToQloh3us1E,1617018,47921,2833,False,False
YA9DiShszX8,1615691,52089,4219,False,False
NB3gWkhLkxM,1615678,92403,4572,False,False
caCdf94Blfw,1612824,20222,8678,False,False
KKD9DLbRak8,1612248,19796,933,False,False
sBMOXHrXJtI,1608741,72970,15445,False,False
YvfYK0EEhK4,1607810,39699,1847,False,False
CwKp6Xhy3_4,1606993,9035,343,False,False
ir-_cm0BaWc,1604697,43585,7838,False,False
kSuaykdvl4I,1604545,75278,4265,False,False
FmmLiydvFI0,1604421,102602,10617,False,False
mto2mNFbrps,1603502,6239,568,False,False
K_XXXDPODmw,1600770,107556,3999,False,False
3HhK7HbX3Qs,1598439,13453,1389,False,False
NHrwcQQ38bA,1597365,43308,2068,False,False
NWOz3OZ6J9M,1596487,17105,31931,False,False
4vZJn6r0dRw,1595752,44879,5599,False,False
bRkdzjzqepQ,1594965,23769,867,False,False
F8BdzL8OltM,1593449,19173,4335,False,False
p8t4HQWwDxk,1591562,37894,2296,False,False
aZdkR_WhA5Q,1590640,49590,1842,False,False
c7cYON3uVZo,1587545,8157,917,False,False
Ff7wbSwTuEk,1587062,13824,3163,False,False
oSQZ9NiLoxg,1586426,17072,2204,False,False
-RUbNqpwOt8,1586396,45690,3812,False,False
HCO7BWbKipU,1585496,33924,5619,False,False
41d9Bd7m8js,1584221,15815,861,False,False
wa9ZyarpM2U,1584020,36077,4415,False,False
m4-sL1r9i1I,1581379,109453,3772,False,False
7IUWv-GmGQg,1580705,37759,1873,False,False
__1SjDrSMik,1578774,155500,9271,False,False
uRP4nAGMYCY,1576105,114099,16094,False,False
8brYvhEg5Aw,1575608,15910,3032,False,False
TfiTsqa2LB0,1575302,122145,20481,False,False
NgloGi5xEa8,1572313,44804,3395,False,False
KrB-ASnFMVQ,1570411,11194,769,False,False
EqeIRzY7hIU,1566455,27236,4704,False,False
DZAiRufPx9A,1565382,92163,8026,False,False
eiudTjsGM7g,1564769,37305,2078,False,False
n-H6zIeMiUs,1563582,20118,6811,False,False
HiQHcbFJv_o,1561955,109338,8249,False,False
_bVPfM04vOY,1559974,58231,3547,False,False
MeXyRyxCjT4,1559583,52012,2359,False,False
YKkp4jZlIfQ,1559231,34528,13343,False,False
8hKbIhrb1WU,1559003,29898,1838,False,False
mewW_pRSgEc,1558898,17640,2935,False,False
GEsK9GudV2M,1556997,92688,3650,False,False
aoY0J5jSbTM,1554433,14272,699,False,False
mlJGtSg5oRw,1553598,57186,3887,False,False
azFsk42kb5E,1552066,43720,2014,False,False
au5hwGS4KRE,1551300,4893,3164,False,False
XiIShINrftE,1549191,45903,3344,False,False
8O-ZUXGcuWU,1549110,21905,1318,False,False
JRocY48P0qA,1549098,28255,9103,False,False
IOuFE-6Awos,1548962,122670,15016,False,False
nukwmfb8bII,1548378,32349,1439,False,False
2nshBD9EbxE,1547962,37947,1827,False,False
4csQhMHvQWk,1547819,27811,1358,False,False
HEVonh8bjC0,1547238,8986,1847,False,False
yJqsPBWbtjk,1547151,30715,13247,False,False
MSzytvDsPfo,1546967,17745,922,False,False
Bz947t-vWzE,1544312,30356,5028,False,False
4L-BPQVZYXM,1543548,54190,5941,False,False
UCrMn3LLMVU,1542832,31386,733,False,False
CZ7KRUYQyKE,1542531,124632,7661,False,False
-wuvYC0x5lc,1542228,20254,1342,False,False
aHR5vpQicqw,1539089,7657,7905,False,False
mhog9LEMCDY,1537417,64534,4321,False,False
lWHZKP6xXHU,1536968,63353,4738,False,False
g-F3A9n9BLg,1536897,44115,1359,False,False
0vKkwJwL77Y,1535652,36776,4446,False,False
t9GNMVfEiG4,1535269,59280,6707,False,False
zfeN12n3fxk,1534016,50169,4568,False,False
9kF9xY74h-E,1533488,168268,9395,False,False
CtBca6H6Teg,1531538,36000,4344,False,False
qoPCbB_uGMw,1529545,20063,1229,False,False
aCoDqL1dK9c,1528291,159801,83298,False,False
C0KnxhQMLBU,1527300,13847,4755,False,False
kWku5rgaJWM,1526404,1665,230,False,False
IkV5VpEROW0,1524569,43346,2692,False,False
l3xmc0pzzJI,1524361,79021,4659,False,False
fqQ7ymRr5X0,1523236,169711,12351,False,False
tEmodtG8NV0,1521121,80706,9052,False,False
af6L1jBZGYA,1520884,17200,1359,False,False
c1npkEoEtos,1520030,34925,0,True,False
qmvj7ijV0Q0,1517477,15808,1354,False,False
D0aAYfRBVik,1516733,57080,3617,False,False
QF031DwMffQ,1516682,30827,4451,False,False
xqj7XOv9mC8,1516213,1972,252,False,False
k6NTcNFjVjE,1515901,20960,2323,False,False
07S_Glj3uYs,1509716,77243,4375,False,False
RP3UsFrDJfY,1508992,74113,4784,False,False
oddXT5uaRb8,1508950,181682,9854,False,False
Gv1xjf8BUrY,1507254,85731,10439,False,False
HxuHo62reRw,1507123,60231,1967,False,False
dAHolupCEkc,1505292,22299,3254,False,False
CyPPi6T3D3s,1504263,12959,627,False,False
ZKWDCyVbnoM,1503335,25423,963,False,False
8EK-QMtHhMI,1503192,96477,60276,False,False
4srOE3pCCo8,1501322,16023,2922,False,False
Bs5Ml7_2wT0,1500852,28017,2299,False,False
G4BxOhJOmUw,1499698,38757,3678,False,False
iNf6VErGDLI,1498866,67227,4645,False,False
PV_GHHXy7Po,1498679,75642,6089,False,False
cOc3tsFWoRs,1497519,15504,1084,False,False
8NHA23f7LvU,1496225,16116,605,False,False
Oa0tSw2iV5o,1492918,42804,12378,False,False
zS5-hxARjJo,1491975,36227,1609,False,False
2TCHVvJ73kM,1487010,29233,5942,False,False
cBVTghAXTMw,1486236,34650,4712,False,False
HszBf-CJeVE,1485868,64074,3230,False,False
Zxag9p-63RU,1484851,6093,601,False,False
KB4_WIPE7vo,1483502,98006,13807,False,False
ouWuzQb9vNg,1482174,40468,10669,False,False
trWLY6NrS2Q,1480903,59930,5113,False,False
GxmDeU_4UlQ,1480442,25639,4981,False,False
_tAUu9tNNIM,1479970,28676,1444,False,False
ZQcaYYHqrUY,1478788,41635,7180,False,False
AkCLxl3MzNA,1478064,54840,9734,False,False
MfVetou0ERY,1477735,49801,3862,False,False
7OsFH1XBUG8,1475727,20443,4659,False,False
8EiDiriAmfk,1475049,96552,4720,False,False
CPjWgk0UXps,1474452,33999,1407,False,False
MrMAfMbZOmg,1473589,214511,17455,False,False
wYeMe6_ISKc,1473574,57876,1874,False,False
dKccvk36atQ,1469630,41389,2774,False,False
Zjp0mdMeIPU,1467543,183383,13256,False,False
7VnEPIBsp20,1467369,34123,2233,False,False
73_OWzBr8Fo,1467165,141277,10516,False,False
wx-M8sxcOp8,1462885,10301,4811,False,False
j7RZy2B73hw,1462747,13474,6081,False,False
kce9FMxx-04,1461207,18543,7539,False,False
og3aFSeEm94,1460170,56065,6610,False,False
pT5XvFLmzMU,1459033,152431,12032,False,False
X-eRc9PF3TU,1458218,32234,891,False,False
Hzk1bM2vVFU,1458061,84815,5731,False,False
NKin_i1pcFA,1457307,29851,7918,False,False
cyhU06cXfeU,1456636,93590,15339,False,False
-SJywvgaJEI,1454240,141516,23989,False,False
gPtU_-N6dMg,1453609,40628,9390,False,False
_yThFcog0nA,1452367,40782,999,False,False
ZR47jsUqUzo,1452311,142301,19562,False,False
kUosDBUjq5A,1447882,22701,3449,False,False
pP6r2Gy_dTs,1446252,23963,1849,False,False
TU-Z4uPnFeg,1446140,64501,3888,False,False
OdNqWcUdm6I,1446055,86667,5705,False,False
7_FJUSBFbJM,1445949,33261,2181,False,False
592KTCoUuUg,1445729,75567,4308,False,False
6i2cebTn0nc,1444978,69007,11582,False,False
NC-TF0SPzzM,1441446,13468,314,False,False
8l_e6bx8UG8,1440724,36686,9637,False,False
sqkL6D0ScR0,1439258,57492,4620,False,False
B9nVxg3DqAM,1438726,43294,9771,False,False
2QK6Usg2KT0,1438398,33748,8085,False,False
tiF9SzzzX_o,1437051,19930,1671,False,False
xXf2ct7C2fQ,1434219,23054,6532,False,False
-66xHRJSPxs,1431462,29689,3617,False,False
Bzu4G8uZs-4,1430545,105677,3642,False,False
IBHx9uwCy3w,1430059,35537,10255,False,False
EWf7P3okX9s,1430025,127787,42119,False,False
6EmFN1nRQ6M,1429113,34531,5215,False,False
5qxqo2CQakA,1429023,33689,4003,False,False
EC5UCCnk59c,1426823,25850,1424,False,False
sqVuypJD7zo,1426446,14885,746,False,False
Hpv3jqmYRjk,1426393,26029,3800,False,False
0eUk_VN3e2A,1426321,32986,8859,False,False
MybjFHx_wfc,1425308,33534,3895,False,False
3frnBoqqI_Q,1424952,39847,4261,False,False
BrqFTswejpU,1422262,42315,6373,False,False
mAfkkgw_-68,1422235,32443,1702,False,False
1zO2JEV6He0,1421293,115308,8508,False,False
f1fXCRtSUWU,1421026,23213,1980,False,False
vL2-H_0V7nw,1420352,41063,4808,False,False
M6LTqtYKDtI,1420335,51801,3499,False,False
xTrwT0jSUg0,1418921,17436,1377,False,False
TWpt-ze_cYU,1417912,67856,67310,False,False
NZ0ImXT1FZk,1417253,44358,7271,False,False
2ybeU5JUoK4,1415484,8937,2453,False,False
iWeNDPTYAZw,1414271,33175,2465,False,False
i7FgneNlM14,1413550,602,956,False,False
10fjaHpOeWo,1411987,4774,637,False,False
H2nY7Tu1Qgs,1410716,33498,3536,False,False
zWrMvW7S3tg,1410203,95248,12467,False,False
FkiQ67FtycI,1405318,131771,20591,False,False
SuFMMvrf4ao,1402875,37177,7010,False,False
bVU-MmJZFFA,1402868,29970,4023,False,False
1XY8dPnIORc,1402067,39490,5724,False,False
h-w7QZo0XSc,1399674,33392,5070,False,False
GskBiFLSayg,1399244,15373,5644,False,False
ooWd_9OAAUg,1397713,16471,2266,False,False
hSvnepZS26s,1396551,34320,3500,False,False
JFmkRNbDF70,1394264,35697,2561,False,False
DPCW4yvWQT4,1392693,43578,2491,False,False
h3umdwK-oPs,1390895,65779,1829,False,False
eEDZuFw34YM,1390497,31443,2036,False,False
510KQ_LXGww,1390440,86207,710,False,False
sTvY9Llqtms,1389924,50058,3206,False,False
cZYNADOHhVY,1388170,116770,18598,False,False
OZqsFkJpvj0,1388010,31247,956,False,False
94k6kEVGZzg,1386699,75185,8228,False,False
TdcS2LMQ5Ck,1383902,13688,2486,False,False
ZWAkzvL5Ho4,1382900,23250,4566,False,False
SFr0fCgrTNQ,1381758,88716,9330,False,False
oRSVrtKph_k,1381523,158372,14289,False,False
mE9oqeXj4WY,1381198,123524,11970,False,False
CWAX-tiepMo,1380940,49981,20286,False,False
3b24Q8Bz7b4,1380632,29464,5728,False,False
REbjfHF0N0s,1378937,78042,2599,False,False
z1FfOwjlqxU,1376133,8879,3363,False,False
eV6yLbWCMDU,1375345,27619,1029,False,False
_iRBspjg2pw,1373683,42501,2745,False,False
mNKwe9k55fs,1372300,23179,4249,False,False
HqwVFXyCfOI,1371599,13303,909,False,False
-9OfAHgdV8Y,1371506,18997,2861,False,False
HdusPnywwPI,1371236,58054,6531,False,False
fEMxFSjmo5Q,1370158,33462,1946,False,False
fYUXvrF85uQ,1369854,56557,23044,False,False
U1RASlbIIVc,1369181,42983,5356,False,False
wW4JB9tjlik,1368300,31469,5103,False,False
sW5HaEsnuMI,1367551,28986,3857,False,False
4lm75v4Ndlg,1367332,49615,3710,False,False
Gw-Mm-hS_UY,1366939,106340,9831,False,False
KjICBHj1EzM,1365999,26821,1908,False,False
